ROMANEIO;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
TP;TIPO;PRODUTO;DESCRICAO;FAMILIA;NUM.PEDIDO;ROMANEIO;EMISSAO;ENTREGA;ITEM;SALDO;COD.CLIENTE;CLIENTE;REDE;ESTADO;MUNICIPIO;VENDEDOR;TIPO.FRETE;RESERVA;STATUS;ROTA;PES0.BRUTO;TP.VEICULO;OBS.PEDIDO;OBS.SOBEL;OBS.PROTHEUS
PVJ;PV;1801.01.12X500;LIMPA VIDROS SUPREMA GATILHO-12X500ML; 4001; 088009; ;16/10/2018;23/10/2018; 27;3; 015668;RD MAIA UTILIDADES LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;20,79;TRUCK;"PEDIDO TEM BONIFICACAO
FAVOR FAZER 21-28 DIAS";ALMOCO DAS 12:00 AS 14:00 HRS;
PVJ;PV;1902.01.12X500;LIMPA ALUMINIO SUPREMA 12X500; 2001; 088009; ;16/10/2018;23/10/2018; 28;1; 015668;RD MAIA UTILIDADES LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;7,32;TRUCK;"PEDIDO TEM BONIFICACAO
FAVOR FAZER 21-28 DIAS";ALMOCO DAS 12:00 AS 14:00 HRS;
PVJ;PV;1902.02.12X500;LIMPA INOX SUPREMA 12X500; 2001; 088009; ;16/10/2018;23/10/2018; 29;1; 015668;RD MAIA UTILIDADES LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;7,32;TRUCK;"PEDIDO TEM BONIFICACAO
FAVOR FAZER 21-28 DIAS";ALMOCO DAS 12:00 AS 14:00 HRS;
PVJ;PV;2001.01.12X500;FACILITADOR DE PASSAR ROUPAS SUPREMA 12X500ML; 1001; 088009; ;16/10/2018;23/10/2018; 30;2; 015668;RD MAIA UTILIDADES LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;14,8;TRUCK;"PEDIDO TEM BONIFICACAO
FAVOR FAZER 21-28 DIAS";ALMOCO DAS 12:00 AS 14:00 HRS;
PVJ;PV;1001.01.06X02L;AGUA SANITARIA SUPREMA-06X02L; 4001; 088010; ;16/10/2018;23/10/2018; 01;15; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;199,95;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1001.01.12X01L;AGUA SANITARIA SUPREMA-12X01L; 4001; 088010; ;16/10/2018;23/10/2018; 02;15; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;200,7;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1101.01.B12X1,5;ALVEJANTE SUPREMA ULTRA BRANQUEADOR-12X1,5L; 1001; 088010; ;16/10/2018;23/10/2018; 03;3; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;60,78;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1101.01R12X1,5;ALVEJANTE SUPREMA ULTRA REMOCAO-12X1,5L; 1001; 088010; ;16/10/2018;23/10/2018; 04;3; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;60,63;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1201.11.06X02L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-06X2L; 1001; 088010; ;16/10/2018;23/10/2018; 05;3; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;39,15;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1201.12.06X02L;AMAC.SUPREMA-TOQUE DE AMOR-ROSA-06X2L; 1001; 088010; ;16/10/2018;23/10/2018; 06;2; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;26,1;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1201.13.06X02L;AMAC.SUPREMA-LA FELICITA-AMARELO-06X2L; 1001; 088010; ;16/10/2018;23/10/2018; 07;2; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;26,1;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1201.14.06X02L;AMAC.SUPREMA-EXP.CARINHO-BRANCO/LILAS -06X02L; 1001; 088010; ;16/10/2018;23/10/2018; 08;2; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;26,1;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1301.17.06X02L;DESINF.SUPREMA FLORES DO CAMPO-06X2L; 3001; 088010; ;16/10/2018;23/10/2018; 09;2; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;26,34;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1301.18.06X02L;DESINF.SUPREMA LAVANDA BOUQUET-06X02L; 3001; 088010; ;16/10/2018;23/10/2018; 10;4; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;52,68;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1301.19.06X02L;DESINF.SUPREMA PINHO - 06X02L; 3001; 088010; ;16/10/2018;23/10/2018; 11;3; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;39,51;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1301.20.06X02L;DESINF.SUPREMA OCEANIC - 06X02L; 3001; 088010; ;16/10/2018;23/10/2018; 12;3; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;39,51;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1401.19.24X500;LAVA LOUCAS SUPREMA FRUTAS VERMELHAS-24X500ML; 2001; 088010; ;16/10/2018;23/10/2018; 13;2; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;26,16;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1401.20.24X500;LAVA LOUCAS SUPREMA LIMAO/ALOEVERA-24X500ML; 2001; 088010; ;16/10/2018;23/10/2018; 14;2; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;26,16;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1401.21.24X500;LAVA LOUCAS SUPREMA NATURAL CLEAR-24X500ML; 2001; 088010; ;16/10/2018;23/10/2018; 15;6; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;78,48;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1401.22.24X500;LAVA LOUCAS SUPREMA NEUTRO-24X500ML; 2001; 088010; ;16/10/2018;23/10/2018; 16;6; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;78,48;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1401.23.24X500;LAVA LOUCAS SUPREMA COCO - 24X500ML; 2001; 088010; ;16/10/2018;23/10/2018; 17;4; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;52,32;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1501.23.12X01L;LAVA ROUPAS LIQUIDO SUPREMA ULTRA ACAO-12X01L; 1001; 088010; ;16/10/2018;23/10/2018; 18;1; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;13,2;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1501.24.12X01L;LAVA ROUPAS LIQUIDO SUPREMA AZUL - 12X01L; 1001; 088010; ;16/10/2018;23/10/2018; 19;1; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;13,2;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1501.25.12X01L;LAVA ROUPAS LIQUIDO SUPREMA COCO - 12X01L; 1001; 088010; ;16/10/2018;23/10/2018; 20;1; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;13,2;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1601.24.12X500;LIMP.PERF.PORTAL/SUPREMA ELEGANCE-12X500ML; 1001; 088010; ;16/10/2018;23/10/2018; 21;2; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;13,78;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1601.26.12X500;LIMP.PERF.PORTAL/SUPREMA DELICATO-12X500ML; 1001; 088010; ;16/10/2018;23/10/2018; 22;2; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;13,78;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1601.27.12X500;LIMP.PERF.PORTAL/SUPREMA ROSA VENTOS-12X500ML; 1001; 088010; ;16/10/2018;23/10/2018; 23;2; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;27,92;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1601.29.12X500;LIMP.PERF.PORTAL/SUPREMA MANHA DE SOL-12X500M; 1001; 088010; ;16/10/2018;23/10/2018; 24;3; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;20,67;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1701.02.12X500;DESENGORDURANTE SUPREMA SQUEEZE 12X500ML; 2001; 088010; ;16/10/2018;23/10/2018; 25;2; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;14,94;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1801.01.12X500;LIMPA VIDROS SUPREMA GATILHO-12X500ML; 4001; 088010; ;16/10/2018;23/10/2018; 26;3; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;20,79;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;6501.02.12X500;REMOVEDOR SUPREMA 500 ML; 4001; 088010; ;16/10/2018;23/10/2018; 27;5; 015656;J.R. RIBEIRO UTILID.DOMESTICAS LTDA ME;;SP;DIADEMA;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;DIADEMA - SP;31;TOCO;"FAVOR FAZER 21-28 DIAS       
PEDIDO TEM BONIFICACAO";;
PVJ;PV;1001.01.03X05L;AGUA SANITARIA SUPREMA-03X05L; 4001; 088011; ;16/10/2018;23/10/2018; 01;5; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;83;TRUCK;;;
PVJ;PV;1001.01.06X02L;AGUA SANITARIA SUPREMA-06X02L; 4001; 088011; ;16/10/2018;23/10/2018; 02;20; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;266,6;TRUCK;;;
PVJ;PV;1001.01.12X01L;AGUA SANITARIA SUPREMA-12X01L; 4001; 088011; ;16/10/2018;23/10/2018; 03;15; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;200,7;TRUCK;;;
PVJ;PV;1201.11.06X02L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-06X2L; 1001; 088011; ;16/10/2018;23/10/2018; 04;4; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;52,2;TRUCK;;;
PVJ;PV;1201.12.06X02L;AMAC.SUPREMA-TOQUE DE AMOR-ROSA-06X2L; 1001; 088011; ;16/10/2018;23/10/2018; 05;1; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;13,05;TRUCK;;;
PVJ;PV;1201.13.06X02L;AMAC.SUPREMA-LA FELICITA-AMARELO-06X2L; 1001; 088011; ;16/10/2018;23/10/2018; 06;1; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;13,05;TRUCK;;;
PVJ;PV;1201.14.06X02L;AMAC.SUPREMA-EXP.CARINHO-BRANCO/LILAS -06X02L; 1001; 088011; ;16/10/2018;23/10/2018; 07;2; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;26,1;TRUCK;;;
PVJ;PV;1301.15.06X02L;DESINF.SUPREMA EXTRATO DE EUCALIPTO-06X2L; 3001; 088011; ;16/10/2018;23/10/2018; 08;2; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;26,34;TRUCK;;;
PVJ;PV;1301.17.06X02L;DESINF.SUPREMA FLORES DO CAMPO-06X2L; 3001; 088011; ;16/10/2018;23/10/2018; 09;2; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;26,34;TRUCK;;;
PVJ;PV;1301.18.06X02L;DESINF.SUPREMA LAVANDA BOUQUET-06X02L; 3001; 088011; ;16/10/2018;23/10/2018; 10;4; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;52,68;TRUCK;;;
PVJ;PV;1401.19.24X500;LAVA LOUCAS SUPREMA FRUTAS VERMELHAS-24X500ML; 2001; 088011; ;16/10/2018;23/10/2018; 11;5; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;65,4;TRUCK;;;
PVJ;PV;1401.20.24X500;LAVA LOUCAS SUPREMA LIMAO/ALOEVERA-24X500ML; 2001; 088011; ;16/10/2018;23/10/2018; 12;5; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;65,4;TRUCK;;;
PVJ;PV;1401.21.24X500;LAVA LOUCAS SUPREMA NATURAL CLEAR-24X500ML; 2001; 088011; ;16/10/2018;23/10/2018; 13;5; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;65,4;TRUCK;;;
PVJ;PV;1401.22.24X500;LAVA LOUCAS SUPREMA NEUTRO-24X500ML; 2001; 088011; ;16/10/2018;23/10/2018; 14;5; 015461;MERCEARIA TRALDI  & LIMA LTDA - ME;;SP;SAO BERNARDO DO CAMPO;NEURACI DE MATOS CUNHA;CIF;0;ADM. PEDIDO;SAO BERNARDO DO CAMPO - SP;65,4;TRUCK;;;
PVJ;PV;1001.01.12X01L;AGUA SANITARIA SUPREMA-12X01L; 4001; 088012; ;16/10/2018;23/10/2018; 01;15; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;200,7;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1101.01R12X1,5;ALVEJANTE SUPREMA ULTRA REMOCAO-12X1,5L; 1001; 088012; ;16/10/2018;23/10/2018; 02;1; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;20,21;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1201.11.06X02L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-06X2L; 1001; 088012; ;16/10/2018;23/10/2018; 03;2; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;26,1;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1201.12.06X02L;AMAC.SUPREMA-TOQUE DE AMOR-ROSA-06X2L; 1001; 088012; ;16/10/2018;23/10/2018; 04;1; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;13,05;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1201.13.06X02L;AMAC.SUPREMA-LA FELICITA-AMARELO-06X2L; 1001; 088012; ;16/10/2018;23/10/2018; 05;1; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;13,05;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1201.14.06X02L;AMAC.SUPREMA-EXP.CARINHO-BRANCO/LILAS -06X02L; 1001; 088012; ;16/10/2018;23/10/2018; 06;1; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;13,05;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1301.15.06X02L;DESINF.SUPREMA EXTRATO DE EUCALIPTO-06X2L; 3001; 088012; ;16/10/2018;23/10/2018; 07;2; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;26,34;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1301.17.06X02L;DESINF.SUPREMA FLORES DO CAMPO-06X2L; 3001; 088012; ;16/10/2018;23/10/2018; 08;2; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;26,34;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1301.18.06X02L;DESINF.SUPREMA LAVANDA BOUQUET-06X02L; 3001; 088012; ;16/10/2018;23/10/2018; 09;2; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;26,34;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1301.19.06X02L;DESINF.SUPREMA PINHO - 06X02L; 3001; 088012; ;16/10/2018;23/10/2018; 10;2; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;26,34;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1301.20.06X02L;DESINF.SUPREMA OCEANIC - 06X02L; 3001; 088012; ;16/10/2018;23/10/2018; 11;2; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;26,34;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1401.19.24X500;LAVA LOUCAS SUPREMA FRUTAS VERMELHAS-24X500ML; 2001; 088012; ;16/10/2018;23/10/2018; 12;2; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;26,16;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1401.20.24X500;LAVA LOUCAS SUPREMA LIMAO/ALOEVERA-24X500ML; 2001; 088012; ;16/10/2018;23/10/2018; 13;2; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;26,16;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1401.21.24X500;LAVA LOUCAS SUPREMA NATURAL CLEAR-24X500ML; 2001; 088012; ;16/10/2018;23/10/2018; 14;3; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;39,24;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1401.22.24X500;LAVA LOUCAS SUPREMA NEUTRO-24X500ML; 2001; 088012; ;16/10/2018;23/10/2018; 15;3; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;39,24;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1401.23.24X500;LAVA LOUCAS SUPREMA COCO - 24X500ML; 2001; 088012; ;16/10/2018;23/10/2018; 16;2; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;26,16;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1501.22.12X01L_;LAVA ROUPAS FINAS SUPREMA LACE 12X01L V.2016; 1001; 088012; ;16/10/2018;23/10/2018; 17;1; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;13,16;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1501.23.12X01L;LAVA ROUPAS LIQUIDO SUPREMA ULTRA ACAO-12X01L; 1001; 088012; ;16/10/2018;23/10/2018; 18;1; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;13,2;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1501.24.12X01L;LAVA ROUPAS LIQUIDO SUPREMA AZUL - 12X01L; 1001; 088012; ;16/10/2018;23/10/2018; 19;1; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;13,2;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1501.25.12X01L;LAVA ROUPAS LIQUIDO SUPREMA COCO - 12X01L; 1001; 088012; ;16/10/2018;23/10/2018; 20;1; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;13,2;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
PVJ;PV;1601.24.12X500;LIMP.PERF.PORTAL/SUPREMA ELEGANCE-12X500ML; 1001; 088012; ;16/10/2018;23/10/2018; 21;1; 015855;UTILIDADES NEVES LTDA - ME;;SP;SAO PAULO;ROMULO BOTAM DE ARAUJO;CIF;0;ADM. PEDIDO;SAO PAULO - SUL 6;6,89;TRUCK;;;UTILIDADESNEVES@GMAIL.COM
